Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
West Brom,Man Utd,1-2, The Hawthorns,http://www.premierleague.com/match/22521,2017/18,Gareth Barry,77,"Romelu Lukaku,Jesse Lingard","27,35",Jonny Evans,77,"Marcus Rashford,Juan Mata","27,35",14,20,6,3,14,7,1,1,433,588,43.1,56.9,12,8,5,3,15,12,607,762,1,3,0,0,Anthony Taylor,1513520100000,24782,4-3-3,4-2-3-1,Jonny Evans,Antonio Valencia,"Ben Foster,Ahmed Hegazi,Kieran Gibbs,Allan-Roméo Nyom,Jonny Evans,Claudio Yacob,Grzegorz Krychowiak,Jake Livermore,Salomón Rondón,James McClean,Oliver Burke","Boaz Myhill,Gareth McAuley,Sam Field,Gareth Barry,Chris Brunt,Jay Rodriguez,Hal Robson-Kanu","Claudio Yacob,Oliver Burke,Grzegorz Krychowiak","45,64,72","Gareth Barry,Jay Rodriguez,Chris Brunt","45,64,72",Salomón Rondón,,"David de Gea,Antonio Valencia,Chris Smalling,Ashley Young,Phil Jones,Nemanja Matic,Juan Mata,Marcus Rashford,Jesse Lingard,Ander Herrera,Romelu Lukaku","Sergio Romero,Victor Lindelöf,Marcos Rojo,Luke Shaw,Scott McTominay,Anthony Martial,Zlatan Ibrahimovic","Antonio Valencia,Marcus Rashford,Jesse Lingard","66,79,86","Marcos Rojo,Anthony Martial,Scott McTominay","66,79,86","Nemanja Matic,Marcus Rashford,Marcos Rojo",
Bournemouth,Liverpool,0-4, Vitality Stadium,http://www.premierleague.com/match/22513,2017/18,,,"Philippe Coutinho,Dejan Lovren,Mohamed Salah,Roberto Firmino","20,26,44,66",,,"Andrew Robertson,Roberto Firmino,Alex Oxlade-Chamberlain,Philippe Coutinho","20,26,44,66",17,18,2,3,5,10,2,4,511,655,44.0,56.0,6,21,2,7,9,12,661,829,1,1,0,0,Andre Marriner,1513528200000,10780,4-4-1-1,4-3-3,Simon Francis,Jordan Henderson,"Asmir Begovic,Nathan Aké,Simon Francis,Charlie Daniels,Adam Smith,Jordon Ibe,Marc Pugh,Lewis Cook,Andrew Surman,Joshua King,Jermain Defoe","Artur Boruc,Steve Cook,Harry Arter,Ryan Fraser,Dan Gosling,Junior Stanislas,Benik Afobe","Joshua King,Marc Pugh,Charlie Daniels","31,45,56","Junior Stanislas,Ryan Fraser,Steve Cook","31,45,56",Nathan Aké,,"Simon Mignolet,Andrew Robertson,Ragnar Klavan,Dejan Lovren,Joseph Gomez,Georginio Wijnaldum,Alex Oxlade-Chamberlain,Jordan Henderson,Philippe Coutinho,Mohamed Salah,Roberto Firmino","Loris Karius,Trent Alexander-Arnold,James Milner,Sadio Mané,Adam Lallana,Dominic Solanke,Danny Ings","Mohamed Salah,Roberto Firmino,Philippe Coutinho","71,76,87","Adam Lallana,Dominic Solanke,Danny Ings","71,76,87",Adam Lallana,
Leicester,Crystal Palace,0-3, King Power Stadium,http://www.premierleague.com/match/22517,2017/18,,,"Christian Benteke,Wilfried Zaha,Bakary Sako","19,40,90",,,"Andros Townsend,Christian Benteke,Ruben Loftus-Cheek","19,40,90",12,35,6,4,12,13,0,0,452,368,56.1,43.9,11,13,2,6,16,25,678,587,2,2,1,0,Martin Atkinson,1513427400000,31081,4-2-3-1,4-4-2,Wes Morgan,Scott Dann,"Kasper Schmeichel,Danny Simpson,Ben Chilwell,Wes Morgan,Harry Maguire,Vicente Iborra,Demarai Gray,Wilfred Ndidi,Riyad Mahrez,Marc Albrighton,Jamie Vardy","Ben Hamer,Christian Fuchs,Aleksandar Dragovic,Andy King,Kelechi Iheanacho,Shinji Okazaki,Leonardo Ulloa","Marc Albrighton,Vicente Iborra,Jamie Vardy","77,77,85","Andy King,Shinji Okazaki,Leonardo Ulloa","77,77,85","Danny Simpson,Harry Maguire,Wilfred Ndidi",,"Julian Speroni,Jeffrey Schlupp,James Tomkins,Martin Kelly,Scott Dann,Yohan Cabaye,Ruben Loftus-Cheek,Andros Townsend,James McArthur,Christian Benteke,Wilfried Zaha","Wayne Hennessey,Patrick van Aanholt,Pape Souaré,Jairo Riedewald,Chung-Yong Lee,Bakary Sako,Aaron Wan-Bissaka","Yohan Cabaye,Christian Benteke","85,88","Jairo Riedewald,Bakary Sako","85,88","Jeffrey Schlupp,Christian Benteke",
Arsenal,Newcastle,1-0, Emirates Stadium,http://www.premierleague.com/match/22512,2017/18,Mesut Özil,23,,,,,,,24,41,7,5,13,9,1,2,761,299,71.3,28.7,23,10,5,2,17,21,968,511,2,1,0,0,Stuart Attwell,1513436400000,59379,4-3-3,4-4-2,Laurent Koscielny,Jamaal Lascelles,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Ainsley Maitland-Niles,Mesut Özil,Jack Wilshere,Granit Xhaka,Alexandre Lacazette,Alexis Sánchez,Alex Iwobi","David Ospina,Calum Chambers,Sead Kolasinac,Francis Coquelin,Mohamed Elneny,Olivier Giroud,Danny Welbeck","Alex Iwobi,Alexandre Lacazette,Alexis Sánchez","72,73,89","Danny Welbeck,Olivier Giroud,Francis Coquelin","72,73,89","Nacho Monreal,Granit Xhaka",,"Robert Elliot,Jamaal Lascelles,Javier Manquillo,Florian Lejeune,DeAndre Yedlin,Isaac Hayden,Christian Atsu,Jacob Murphy,Mikel Merino,Ayoze Pérez,Joselu","Karl Darlow,Ciaran Clark,Paul Dummett,Matt Ritchie,Mohamed Diamé,Rolando Aarons,Dwight Gayle","Christian Atsu,Jacob Murphy,Mikel Merino","54,67,82","Matt Ritchie,Dwight Gayle,Mohamed Diamé","54,67,82",Isaac Hayden,
Brighton,Burnley,0-0, Amex Stadium,http://www.premierleague.com/match/22514,2017/18,,,,,,,,,37,28,8,2,13,13,2,2,475,358,57.8,42.2,12,11,2,7,11,12,695,535,4,2,0,0,Chris Kavanagh,1513436400000,29921,4-2-3-1,4-4-1-1,Bruno,Ben Mee,"Mat Ryan,Shane Duffy,Lewis Dunk,Bruno,Gaëtan Bong,Davy Pröpper,Solly March,Anthony Knockaert,Dale Stephens,Pascal Groß,Glenn Murray","Tim Krul,Ezequiel Schelotto,Connor Goldson,Beram Kayal,Tomer Hemed,José Izquierdo,Isaiah Brown","Glenn Murray,Pascal Groß,Anthony Knockaert","63,75,83","Tomer Hemed,Isaiah Brown,José Izquierdo","63,75,83","Shane Duffy,Lewis Dunk,Solly March,Dale Stephens",,"Nick Pope,James Tarkowski,Phil Bardsley,Charlie Taylor,Ben Mee,Scott Arfield,Jack Cork,Steven Defour,Johann Gudmundsson,Chris Wood,Jeff Hendrick","Anders Lindegaard,Kevin Long,Matthew Lowton,Ashley Westwood,Nahki Wells,Ashley Barnes,Sam Vokes","Steven Defour,Chris Wood","68,81","Ashley Barnes,Sam Vokes","68,81","Charlie Taylor,Ashley Barnes",
Chelsea,Southampton,1-0, Stamford Bridge,http://www.premierleague.com/match/22515,2017/18,Marcos Alonso,45,,,,,,,17,25,8,4,8,16,3,2,545,474,53.6,46.4,24,6,8,2,13,20,768,654,1,3,0,0,Roger East,1513436400000,41562,3-4-2-1,3-4-2-1,Gary Cahill,Maya Yoshida,"Thibaut Courtois,Andreas Christensen,Gary Cahill,César Azpilicueta,Tiemoué Bakayoko,Marcos Alonso,N'Golo Kanté,Victor Moses,Willian,Pedro,Eden Hazard","Willy Caballero,Davide Zappacosta,Antonio Rüdiger,Cesc Fàbregas,Daniel Drinkwater,Álvaro Morata,Michy Batshuayi","Pedro,Eden Hazard,Victor Moses","68,73,82","Cesc Fàbregas,Álvaro Morata,Davide Zappacosta","68,73,82",Marcos Alonso,,"Fraser Forster,Maya Yoshida,Jack Stephens,Wesley Hoedt,Ryan Bertrand,Cédric Soares,Oriol Romeu,Pierre-Emile Højbjerg,James Ward-Prowse,Manolo Gabbiadini,Nathan Redmond","Alex McCarthy,Virgil van Dijk,Dusan Tadic,Sofiane Boufal,Mario Lemina,Steven Davis,Charlie Austin","Cédric Soares,Manolo Gabbiadini,Pierre-Emile Højbjerg,Ryan Bertrand","17,61,72,90","Mario Lemina,Charlie Austin,Sofiane Boufal","17,61,72","Maya Yoshida,Jack Stephens,Nathan Redmond",
Watford,Huddersfield,1-4, Vicarage Road,http://www.premierleague.com/match/22520,2017/18,Abdoulaye Doucouré,68,"Elias Kachunga,Aaron Mooy,Laurent Depoitre,Aaron Mooy","6,23,50,89",,,"Laurent Depoitre,Collin Quaner","6,23",14,20,8,7,12,17,3,3,452,310,59.4,40.6,13,15,3,9,18,24,662,508,2,2,1,1,Michael Oliver,1513436400000,20026,3-4-2-1,4-4-2,Troy Deeney,Jonathan Hogg,"Heurelho Gomes,Christian Kabasele,Adrian Mariappa,Sebastian Prödl,Abdoulaye Doucouré,Daryl Janmaat,José Holebas,Etienne Capoue,Richarlison,André Carrillo,Troy Deeney","Orestis Karnezis,Molla Wagué,Ben Watson,Roberto Pereyra,Jerome Sinclair,Andre Gray,Stefano Okaka","Adrian Mariappa,Etienne Capoue,José Holebas","29,64,82","Roberto Pereyra,Andre Gray,Stefano Okaka","29,64,82","Abdoulaye Doucouré,Daryl Janmaat",Troy Deeney,"Jonas Lössl,Chris Löwe,Christopher Schindler,Florent Hadergjonaj,Zanka,Jonathan Hogg,Aaron Mooy,Collin Quaner,Rajiv van La Parra,Laurent Depoitre,Elias Kachunga","Joel Coleman,Martin Cranie,Scott Malone,Tom Ince,Dean Whitehead,Danny Williams,Steve Mounie","Elias Kachunga,Chris Löwe,Rajiv van La Parra","19,45,64","Tom Ince,Scott Malone,Danny Williams","19,45,64","Jonathan Hogg,Aaron Mooy,Laurent Depoitre",
Stoke,West Ham,0-3, bet365 Stadium,http://www.premierleague.com/match/22519,2017/18,,,"Mark Noble,Marko Arnautovic,Diafra Sakho","19,75,86",,,"Manuel Lanzini,Manuel Lanzini","75,86",14,47,7,9,12,13,0,1,432,372,54.7,45.3,17,14,0,7,25,7,624,592,2,1,0,0,Graham Scott,1513440000000,29265,4-4-2,3-4-1-2,Ryan Shawcross,Mark Noble,"Jack Butland,Geoff Cameron,Ryan Shawcross,Erik Pieters,Kevin Wimmer,Ramadan Sobhi,Joe Allen,Xherdan Shaqiri,Darren Fletcher,Mame Biram Diouf,Peter Crouch","Lee Grant,Thomas Edwards,Josh Tymon,Eric Maxim Choupo-Moting,Charlie Adam,Saido Berahino,Julien Ngoy","Darren Fletcher,Mame Biram Diouf,Erik Pieters","62,62,63","Charlie Adam,Saido Berahino,Josh Tymon","62,62,63","Ryan Shawcross,Kevin Wimmer",,"Adrián,Aaron Cresswell,Angelo Ogbonna,James Collins,Mark Noble,Arthur Masuaku,Pablo Zabaleta,Pedro Obiang,Marko Arnautovic,Michail Antonio,Manuel Lanzini","Joe Hart,Sead Haksabanovic,Declan Rice,Moses Makasi,Chicharito,André Ayew,Diafra Sakho","Mark Noble,Michail Antonio,Marko Arnautovic","35,68,79","Declan Rice,Diafra Sakho,Chicharito","35,68,79",Arthur Masuaku,
Newcastle,Everton,0-1, St. James' Park,http://www.premierleague.com/match/22509,2017/18,,,Wayne Rooney,27,,,,,7,49,4,1,10,11,2,3,509,426,55.0,45.0,16,7,4,4,17,25,717,652,1,2,1,0,Martin Atkinson,1513194300000,51042,4-2-3-1,4-2-3-1,Jamaal Lascelles,Wayne Rooney,"Karl Darlow,Jamaal Lascelles,Javier Manquillo,Florian Lejeune,DeAndre Yedlin,Mohamed Diamé,Matt Ritchie,Christian Atsu,Mikel Merino,Jonjo Shelvey,Dwight Gayle","Robert Elliot,Ciaran Clark,Jacob Murphy,Isaac Hayden,Rolando Aarons,Joselu,Ayoze Pérez","Mohamed Diamé,Matt Ritchie,Mikel Merino","67,74,86","Joselu,Rolando Aarons,Ayoze Pérez","67,74,86","Mikel Merino,Jonjo Shelvey",,"Jordan Pickford,Ashley Williams,Cuco Martina,Jonjoe Kenny,Mason Holgate,Gylfi Sigurdsson,Idrissa Gueye,Aaron Lennon,Wayne Rooney,Morgan Schneiderlin,Dominic Calvert-Lewin","Joel Robles,Michael Keane,Phil Jagielka,Tom Davies,Oumar Niasse,Ademola Lookman,Nikola Vlasic","Aaron Lennon,Wayne Rooney,Gylfi Sigurdsson","61,77,85","Nikola Vlasic,Tom Davies,Phil Jagielka","61,77,85","Mason Holgate,Dominic Calvert-Lewin",
Southampton,Leicester,1-4, St. Mary's Stadium,http://www.premierleague.com/match/22510,2017/18,Maya Yoshida,61,"Riyad Mahrez,Shinji Okazaki,Andy King,Shinji Okazaki","11,32,38,69",Ryan Bertrand,61,"Shinji Okazaki,Harry Maguire,Jamie Vardy","11,38,69",18,17,9,9,13,9,3,1,413,369,53.4,46.6,11,16,4,11,19,23,621,573,1,0,0,0,Chris Kavanagh,1513194300000,27714,4-2-3-1,4-2-3-1,Steven Davis,Wes Morgan,"Fraser Forster,Maya Yoshida,Ryan Bertrand,Virgil van Dijk,Cédric Soares,Oriol Romeu,Steven Davis,Mario Lemina,Dusan Tadic,Sofiane Boufal,Charlie Austin","Alex McCarthy,Jack Stephens,Pierre-Emile Højbjerg,Nathan Redmond,James Ward-Prowse,Manolo Gabbiadini,Shane Long","Oriol Romeu,Sofiane Boufal,Dusan Tadic","45,62,83","Manolo Gabbiadini,Nathan Redmond,James Ward-Prowse","45,62,83",Charlie Austin,,"Kasper Schmeichel,Christian Fuchs,Danny Simpson,Wes Morgan,Harry Maguire,Ben Chilwell,Shinji Okazaki,Wilfred Ndidi,Riyad Mahrez,Andy King,Jamie Vardy","Ben Hamer,Daniel Amartey,Aleksandar Dragovic,Marc Albrighton,Demarai Gray,Vicente Iborra,Leonardo Ulloa","Jamie Vardy,Riyad Mahrez,Ben Chilwell","72,72,83","Demarai Gray,Marc Albrighton,Leonardo Ulloa","72,72,83",,
Swansea,Man City,0-4, Liberty Stadium,http://www.premierleague.com/match/22506,2017/18,,,"David Silva,Kevin De Bruyne,David Silva,Sergio Agüero","27,34,52,85",,,"Bernardo Silva,Raheem Sterling,Yaya Touré","27,52,85",18,14,2,5,12,6,2,1,223,834,21.5,78.5,7,23,3,10,12,17,383,1010,0,0,0,0,Anthony Taylor,1513194300000,20870,4-5-1,4-3-3,Wilfried Bony,David Silva,"Lukasz Fabianski,Kyle Naughton,Martin Olsson,Mike van der Hoorn,Alfie Mawson,Roque Mesa,Jordan Ayew,Nathan Dyer,Ki Sung-Yueng,Tom Carroll,Wilfried Bony","Erwin Mulder,Federico Fernández,Angel Rangel,Luciano Narsingh,Sam Clucas,Leroy Fer,Tammy Abraham","Tom Carroll,Nathan Dyer,Wilfried Bony","45,65,74","Tammy Abraham,Luciano Narsingh,Leroy Fer","45,65,74",,,"Ederson,Nicolás Otamendi,Fabian Delph,Eliaquim Mangala,Danilo,Kevin De Bruyne,David Silva,Fernandinho,Bernardo Silva,Raheem Sterling,Sergio Agüero","Claudio Bravo,Kyle Walker,Ilkay Gündogan,Leroy Sané,Oleksandr Zinchenko,Yaya Touré,Gabriel Jesus","Fernandinho,Fabian Delph,Kevin De Bruyne","58,73,77","Yaya Touré,Oleksandr Zinchenko,Ilkay Gündogan","58,73,77",,
Liverpool,West Brom,0-0, Anfield,http://www.premierleague.com/match/22508,2017/18,,,,,,,,,24,31,5,7,16,6,1,4,711,291,70.2,29.8,14,6,5,1,20,24,929,511,1,1,0,0,Paul Tierney,1513195200000,53243,4-4-2,4-5-1,Philippe Coutinho,Jonny Evans,"Loris Karius,Dejan Lovren,Ragnar Klavan,Trent Alexander-Arnold,Andrew Robertson,Georginio Wijnaldum,Sadio Mané,Philippe Coutinho,Emre Can,Mohamed Salah,Roberto Firmino","Simon Mignolet,Joseph Gomez,James Milner,Alex Oxlade-Chamberlain,Jordan Henderson,Danny Ings,Dominic Solanke","Georginio Wijnaldum,Sadio Mané,Trent Alexander-Arnold","76,76,80","Alex Oxlade-Chamberlain,Dominic Solanke,Joseph Gomez","76,76,80",Emre Can,,"Ben Foster,Kieran Gibbs,Allan-Roméo Nyom,Jonny Evans,Ahmed Hegazi,Grzegorz Krychowiak,Jake Livermore,James McClean,Hal Robson-Kanu,Claudio Yacob,Salomón Rondón","Boaz Myhill,Gareth McAuley,Oliver Burke,Chris Brunt,Sam Field,Nathan Ferguson,Jay Rodriguez","Hal Robson-Kanu,Grzegorz Krychowiak","71,79","Jay Rodriguez,Chris Brunt","71,79",Sam Field,
Man Utd,Bournemouth,1-0, Old Trafford,http://www.premierleague.com/match/22505,2017/18,Romelu Lukaku,25,,,Juan Mata,25,,,18,18,4,9,14,12,2,0,570,427,56.4,43.6,9,14,2,7,13,10,750,597,1,2,0,0,Graham Scott,1513195200000,74798,4-2-3-1,4-4-1-1,Antonio Valencia,Simon Francis,"David de Gea,Antonio Valencia,Phil Jones,Chris Smalling,Luke Shaw,Jesse Lingard,Scott McTominay,Anthony Martial,Juan Mata,Nemanja Matic,Romelu Lukaku","Sergio Romero,Victor Lindelöf,Daley Blind,Ashley Young,Ander Herrera,Zlatan Ibrahimovic,Marcus Rashford","Anthony Martial,Jesse Lingard,Luke Shaw","66,71,83","Marcus Rashford,Ander Herrera,Ashley Young","66,71,83",Romelu Lukaku,,"Asmir Begovic,Charlie Daniels,Nathan Aké,Simon Francis,Adam Smith,Harry Arter,Ryan Fraser,Dan Gosling,Junior Stanislas,Joshua King,Callum Wilson","Artur Boruc,Steve Cook,Jordon Ibe,Andrew Surman,Lewis Cook,Benik Afobe,Jermain Defoe","Callum Wilson,Junior Stanislas,Dan Gosling","71,71,77","Benik Afobe,Jermain Defoe,Lewis Cook","71,71,77","Harry Arter,Dan Gosling",
Spurs,Brighton,2-0, Wembley Stadium,http://www.premierleague.com/match/22511,2017/18,"Serge Aurier,Son Heung-Min","40,87",,,"Harry Winks,Christian Eriksen","40,87",,,4,37,10,2,5,10,3,1,749,248,75.1,24.9,25,7,8,4,15,13,946,427,1,1,0,0,Robert Madley,1513195200000,55124,4-2-3-1,4-5-1,Hugo Lloris,Lewis Dunk,"Hugo Lloris,Jan Vertonghen,Eric Dier,Serge Aurier,Danny Rose,Christian Eriksen,Son Heung-Min,Erik Lamela,Moussa Sissoko,Harry Winks,Harry Kane","Michel Vorm,Kieran Trippier,Juan Foyth,Ben Davies,Dele Alli,Mousa Dembélé,Fernando Llorente","Harry Winks,Erik Lamela,Son Heung-Min","67,74,90","Mousa Dembélé,Dele Alli,Ben Davies","67,74,90",Danny Rose,,"Mat Ryan,Shane Duffy,Lewis Dunk,Ezequiel Schelotto,Gaëtan Bong,José Izquierdo,Dale Stephens,Beram Kayal,Davy Pröpper,Anthony Knockaert,Tomer Hemed","Tim Krul,Bruno,Connor Goldson,Isaiah Brown,Solly March,Pascal Groß,Glenn Murray","José Izquierdo,Tomer Hemed,Beram Kayal","62,72,78","Solly March,Glenn Murray,Pascal Groß","62,72,78",Anthony Knockaert,
West Ham,Arsenal,0-0, London Stadium,http://www.premierleague.com/match/22507,2017/18,,,,,,,,,38,24,1,7,9,9,4,0,300,704,29.9,70.1,6,22,0,3,11,17,512,912,2,0,0,0,Jonathan Moss,1513195200000,56921,5-3-2,4-3-3,Mark Noble,Laurent Koscielny,"Adrián,Aaron Cresswell,Pablo Zabaleta,Winston Reid,Arthur Masuaku,Angelo Ogbonna,Mark Noble,Manuel Lanzini,Pedro Obiang,Michail Antonio,Marko Arnautovic","Joe Hart,Declan Rice,James Collins,Chicharito,Andy Carroll,André Ayew,Diafra Sakho",Michail Antonio,82,Chicharito,82,"Winston Reid,Manuel Lanzini",,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Ainsley Maitland-Niles,Mesut Özil,Jack Wilshere,Granit Xhaka,Alexis Sánchez,Olivier Giroud,Alex Iwobi","David Ospina,Calum Chambers,Sead Kolasinac,Francis Coquelin,Mohamed Elneny,Danny Welbeck,Alexandre Lacazette","Alex Iwobi,Alexis Sánchez","70,82","Danny Welbeck,Alexandre Lacazette","70,82",,
Burnley,Stoke,1-0, Turf Moor,http://www.premierleague.com/match/22502,2017/18,Ashley Barnes,89,,,Scott Arfield,89,,,36,36,6,4,6,14,4,2,392,380,51.0,49.0,10,14,2,7,14,17,599,566,0,0,0,0,Mike Jones,1513107900000,19909,4-4-1-1,4-4-2,Jack Cork,Ryan Shawcross,"Nick Pope,Stephen Ward,James Tarkowski,Phil Bardsley,Kevin Long,Scott Arfield,Jack Cork,Steven Defour,Johann Gudmundsson,Chris Wood,Jeff Hendrick","Anders Lindegaard,Charlie Taylor,Ashley Westwood,Fredrik Ulvestad,Nahki Wells,Ashley Barnes,Sam Vokes","Stephen Ward,Jeff Hendrick,Chris Wood","41,71,82","Charlie Taylor,Ashley Barnes,Sam Vokes","41,71,82",,,"Jack Butland,Erik Pieters,Ryan Shawcross,Kurt Zouma,Geoff Cameron,Joe Allen,Darren Fletcher,Xherdan Shaqiri,Ramadan Sobhi,Peter Crouch,Mame Biram Diouf","Lee Grant,Thomas Edwards,Kevin Wimmer,Eric Maxim Choupo-Moting,Charlie Adam,Ibrahim Afellay,Saido Berahino","Kurt Zouma,Xherdan Shaqiri","66,84","Kevin Wimmer,Eric Maxim Choupo-Moting","66,84",,
Crystal Palace,Watford,2-1, Selhurst Park,http://www.premierleague.com/match/22503,2017/18,"Bakary Sako,James McArthur","89,90",Daryl Janmaat,3,,,Richarlison,3,45,26,4,6,14,18,3,0,415,352,53.6,46.4,14,7,4,2,13,21,631,550,2,1,0,1,Lee Mason,1513108800000,23566,4-4-2,3-4-2-1,Scott Dann,Troy Deeney,"Julian Speroni,Timothy Fosu-Mensah,Scott Dann,Jeffrey Schlupp,James Tomkins,Luka Milivojevic,Yohan Cabaye,Andros Townsend,Ruben Loftus-Cheek,Christian Benteke,Wilfried Zaha","Wayne Hennessey,Martin Kelly,Jairo Riedewald,Patrick van Aanholt,James McArthur,Chung-Yong Lee,Bakary Sako","Andros Townsend,Timothy Fosu-Mensah,Yohan Cabaye","67,70,77","Patrick van Aanholt,Bakary Sako,James McArthur","67,70,77","Luka Milivojevic,Patrick van Aanholt",,"Heurelho Gomes,Christian Kabasele,Adrian Mariappa,Sebastian Prödl,Daryl Janmaat,Abdoulaye Doucouré,José Holebas,Tom Cleverley,André Carrillo,Richarlison,Troy Deeney","Orestis Karnezis,Kiko Femenía,Ben Watson,Roberto Pereyra,Etienne Capoue,Andre Gray,Isaac Success","André Carrillo,Troy Deeney,Richarlison,Kiko Femenía","71,80,84,90","Roberto Pereyra,Andre Gray,Kiko Femenía","71,80,84","Tom Cleverley,Roberto Pereyra",
Huddersfield,Chelsea,1-3, John Smith's Stadium,http://www.premierleague.com/match/22504,2017/18,Laurent Depoitre,90,"Tiemoué Bakayoko,Willian,Pedro","23,43,50",Florent Hadergjonaj,90,"Willian,Marcos Alonso,Willian","23,43,50",16,14,1,3,11,4,2,10,431,769,35.8,64.2,7,12,2,5,8,10,558,933,0,0,0,0,Andre Marriner,1513108800000,24169,4-5-1,3-4-2-1,Tommy Smith,César Azpilicueta,"Jonas Lössl,Tommy Smith,Christopher Schindler,Zanka,Chris Löwe,Aaron Mooy,Tom Ince,Jonathan Hogg,Elias Kachunga,Danny Williams,Steve Mounie","Joel Coleman,Florent Hadergjonaj,Martin Cranie,Dean Whitehead,Rajiv van La Parra,Collin Quaner,Laurent Depoitre","Jonathan Hogg,Chris Löwe,Steve Mounie","45,67,74","Dean Whitehead,Florent Hadergjonaj,Laurent Depoitre","45,67,74",,,"Thibaut Courtois,César Azpilicueta,Andreas Christensen,Antonio Rüdiger,Victor Moses,N'Golo Kanté,Tiemoué Bakayoko,Marcos Alonso,Willian,Eden Hazard,Pedro","Willy Caballero,Gary Cahill,Ethan Ampadu,Charly Musonda,Daniel Drinkwater,Cesc Fàbregas,Michy Batshuayi","Eden Hazard,N'Golo Kanté,Andreas Christensen","69,71,80","Michy Batshuayi,Daniel Drinkwater,Ethan Ampadu","69,71,80",,
Newcastle,Leicester,2-3, St. James' Park,http://www.premierleague.com/match/22497,2017/18,"Joselu,Dwight Gayle","4,73","Riyad Mahrez,Demarai Gray,Ayoze Pérez (og)","20,60,86","Dwight Gayle,Mikel Merino","4,73","Wilfred Ndidi,Marc Albrighton","20,60",22,16,6,5,10,8,1,2,337,562,37.8,62.2,10,13,4,5,21,20,519,751,2,1,0,0,Neil Swarbrick,1512840600000,52117,4-4-1-1,4-4-1-1,Ciaran Clark,Wes Morgan,"Karl Darlow,Florian Lejeune,DeAndre Yedlin,Ciaran Clark,Javier Manquillo,Mikel Merino,Matt Ritchie,Jacob Murphy,Isaac Hayden,Joselu,Dwight Gayle","Robert Elliot,Jamaal Lascelles,Mohamed Diamé,Jonjo Shelvey,Christian Atsu,Ayoze Pérez,Aleksandar Mitrovic","Matt Ritchie,Jacob Murphy,Joselu","64,71,88","Christian Atsu,Ayoze Pérez,Aleksandar Mitrovic","64,71,88","Florian Lejeune,Isaac Hayden",,"Kasper Schmeichel,Danny Simpson,Ben Chilwell,Wes Morgan,Harry Maguire,Riyad Mahrez,Wilfred Ndidi,Vicente Iborra,Marc Albrighton,Jamie Vardy,Demarai Gray","Ben Hamer,Aleksandar Dragovic,Christian Fuchs,Andy King,Shinji Okazaki,Leonardo Ulloa,Kelechi Iheanacho","Demarai Gray,Riyad Mahrez,Jamie Vardy","73,89,90","Shinji Okazaki,Christian Fuchs,Leonardo Ulloa","73,89,90",Demarai Gray,
Southampton,Arsenal,1-1, St. Mary's Stadium,http://www.premierleague.com/match/22498,2017/18,Charlie Austin,3,Olivier Giroud,88,Dusan Tadic,3,Alexis Sánchez,88,36,13,4,5,12,10,4,1,375,758,33.0,67.0,6,11,3,6,14,13,567,928,2,2,0,0,Robert Madley,1512907200000,31643,4-2-3-1,3-4-2-1,Maya Yoshida,Per Mertesacker,"Fraser Forster,Virgil van Dijk,Jack Stephens,Ryan Bertrand,Maya Yoshida,Oriol Romeu,Nathan Redmond,Dusan Tadic,Pierre-Emile Højbjerg,James Ward-Prowse,Charlie Austin","Alex McCarthy,Jérémy Pied,Wesley Hoedt,Mario Lemina,Steven Davis,Sofiane Boufal,Manolo Gabbiadini","Nathan Redmond,Charlie Austin,Dusan Tadic","74,86,88","Sofiane Boufal,Manolo Gabbiadini,Steven Davis","74,86,88","Jack Stephens,Oriol Romeu",,"Petr Cech,Per Mertesacker,Laurent Koscielny,Nacho Monreal,Aaron Ramsey,Sead Kolasinac,Granit Xhaka,Héctor Bellerín,Alexandre Lacazette,Mesut Özil,Alexis Sánchez","David Ospina,Francis Coquelin,Alex Iwobi,Jack Wilshere,Ainsley Maitland-Niles,Olivier Giroud,Danny Welbeck","Per Mertesacker,Granit Xhaka,Alexandre Lacazette","64,69,72","Danny Welbeck,Jack Wilshere,Olivier Giroud","64,69,72","Héctor Bellerín,Jack Wilshere",
