Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Spurs,Liverpool,0-1, Tottenham Hotspur Stadium,http://www.premierleague.com/match/46823,2019/20,,,Roberto Firmino,37,,,Mohamed Salah,37,38.0,9.0,4.0,3.0,4.0,8.0,2.0,2.0,381.0,786.0,33.2,66.8,14.0,13.0,0.0,0.0,13.0,20.0,591.0,961.0,0.0,2.0,0.0,0.0,Martin Atkinson,1578763800000.0,61023.0,4-4-2,4-3-3,Toby Alderweireld,Jordan Henderson,"Paulo Gazzaniga,Danny Rose,Toby Alderweireld,Davinson Sánchez,Japhet Tanganga,Harry Winks,Christian Eriksen,Serge Aurier,Son Heung-Min,Dele Alli,Lucas Moura","Michel Vorm,Jan Vertonghen,Eric Dier,Erik Lamela,Ryan Sessegnon,Giovani Lo Celso,Oliver Skipp","Christian Eriksen,Danny Rose","69,69","Erik Lamela,Giovani Lo Celso","69,69",,,"Alisson,Virgil van Dijk,Joseph Gomez,Andrew Robertson,Trent Alexander-Arnold,Jordan Henderson,Georginio Wijnaldum,Alex Oxlade-Chamberlain,Sadio Mané,Roberto Firmino,Mohamed Salah","Adrián,Nathaniel Phillips,Neco Williams,Adam Lallana,Divock Origi,Takumi Minamino,Xherdan Shaqiri","Alex Oxlade-Chamberlain,Sadio Mané,Mohamed Salah","61,81,90","Adam Lallana,Divock Origi,Xherdan Shaqiri","61,81,90","Joseph Gomez,Alex Oxlade-Chamberlain",
Bournemouth,Watford,0-3, Vitality Stadium,http://www.premierleague.com/match/46816,2019/20,,,"Abdoulaye Doucouré,Troy Deeney,Roberto Pereyra","42,65,90",,,"Ismaila Sarr,Abdoulaye Doucouré","42,65",15.0,37.0,5.0,5.0,3.0,13.0,0.0,5.0,528.0,411.0,56.3,43.7,10.0,18.0,0.0,0.0,10.0,24.0,733.0,608.0,1.0,1.0,0.0,0.0,Mike Dean,1578837600000.0,10384.0,4-4-2,4-2-3-1,Simon Francis,Troy Deeney,"Mark Travers,Steve Cook,Nathan Aké,Simon Francis,Adam Smith,Harry Wilson,Ryan Fraser,Dan Gosling,Jefferson Lerma,Callum Wilson,Dominic Solanke","Artur Boruc,Diego Rico,Jack Simpson,Andrew Surman,Philip Billing,Lewis Cook,Sam Surridge","Dan Gosling,Jefferson Lerma,Harry Wilson","59,59,75","Lewis Cook,Philip Billing,Sam Surridge","59,59,75",Adam Smith,,"Ben Foster,Adam Masina,Craig Dawson,Craig Cathcart,Adrian Mariappa,Ismaila Sarr,Abdoulaye Doucouré,Etienne Capoue,Nathaniel Chalobah,Gerard Deulofeu,Troy Deeney","Heurelho Gomes,José Holebas,Tom Dele-Bashiru,Roberto Pereyra,Domingos Quina,Isaac Success,Andre Gray","Ismaila Sarr,Abdoulaye Doucouré,Gerard Deulofeu","82,86,90","Roberto Pereyra,Domingos Quina,Andre Gray","82,86,90",Troy Deeney,
Aston Villa,Man City,1-6, Villa Park,http://www.premierleague.com/match/46815,2019/20,Anwar El Ghazi,90,"Riyad Mahrez,Riyad Mahrez,Sergio Agüero,Gabriel Jesus,Sergio Agüero,Sergio Agüero","18,24,28,45,57,81",,,"Sergio Agüero,Gabriel Jesus,Kevin De Bruyne,Kevin De Bruyne,David Silva,Riyad Mahrez","18,24,28,45,57,81",20.0,5.0,2.0,4.0,5.0,12.0,1.0,0.0,358.0,863.0,29.4,70.6,7.0,22.0,0.0,0.0,15.0,15.0,525.0,1020.0,2.0,1.0,0.0,0.0,Jonathan Moss,1578846600000.0,41823.0,5-3-2,4-3-3,Jack Grealish,David Silva,"Ørjan Nyland,Ezri Konsa Ngoyo,Neil Taylor,Kortney Hause,Tyrone Mings,Ahmed El Mohamady,Douglas Luiz,Daniel Drinkwater,Conor Hourihane,Jack Grealish,Anwar El Ghazi","Lovre Kalinic,James Chester,Frederic Guilbert,Henri Lansbury,Trézéguet,Indiana Vassilev,Marvelous Nakamba","Douglas Luiz,Conor Hourihane,Daniel Drinkwater","65,71,79","Marvelous Nakamba,Trézéguet,Henri Lansbury","65,71,79","Jack Grealish,Anwar El Ghazi",,"Ederson,Fernandinho,Benjamin Mendy,John Stones,João Cancelo,David Silva,Kevin De Bruyne,Rodrigo,Gabriel Jesus,Riyad Mahrez,Sergio Agüero","Claudio Bravo,Nicolás Otamendi,Kyle Walker,Bernardo Silva,Ilkay Gündogan,Phil Foden,Raheem Sterling","Fernandinho,Kevin De Bruyne,Rodrigo","63,63,71","Nicolás Otamendi,Phil Foden,Ilkay Gündogan","63,63,71",Fernandinho,
Sheffield Utd,West Ham,1-0, Bramall Lane,http://www.premierleague.com/match/46822,2019/20,Oliver McBurnie,53,,,John Fleck,53,,,11.0,18.0,7.0,3.0,11.0,6.0,3.0,1.0,437.0,504.0,46.9,53.1,13.0,7.0,0.0,0.0,19.0,16.0,612.0,713.0,1.0,0.0,0.0,0.0,Michael Oliver,1578686400000.0,30124.0,3-5-2,3-4-2-1,Oliver Norwood,Mark Noble,"Dean Henderson,John Egan,Jack O'Connell,Chris Basham,Enda Stevens,Oliver Norwood,John Fleck,John Lundstram,George Baldock,David McGoldrick,Oliver McBurnie","Jake Eastwood,Phil Jagielka,Ben Osborn,Muhamed Besic,Lys Mousset,Billy Sharp,Callum Robinson","David McGoldrick,John Lundstram,Oliver McBurnie","60,70,84","Lys Mousset,Muhamed Besic,Billy Sharp","60,70,84",Muhamed Besic,,"Lukasz Fabianski,Angelo Ogbonna,Fabián Balbuena,Aaron Cresswell,Arthur Masuaku,Declan Rice,Pablo Zabaleta,Mark Noble,Sébastien Haller,Manuel Lanzini,Felipe Anderson","David Martin,Jeremy Ngakia,Issa Diop,Gonçalo Cardoso,Bernardo Rosa,Pablo Fornals,Robert Snodgrass","Lukasz Fabianski,Arthur Masuaku,Manuel Lanzini","15,69,84","David Martin,Robert Snodgrass,Pablo Fornals","15,69,84",,
Crystal Palace,Arsenal,1-1, Selhurst Park,http://www.premierleague.com/match/46818,2019/20,Jordan Ayew,54,Pierre-Emerick Aubameyang,12,Cheikhou Kouyaté,54,Alexandre Lacazette,12,11.0,19.0,1.0,4.0,14.0,22.0,3.0,1.0,362.0,487.0,42.7,57.3,6.0,7.0,0.0,0.0,25.0,17.0,567.0,691.0,2.0,3.0,0.0,1.0,Paul Tierney,1578745800000.0,25468.0,4-5-1,4-2-3-1,James Tomkins,Pierre-Emerick Aubameyang,"Vicente Guaita,James Tomkins,Jairo Riedewald,Gary Cahill,Martin Kelly,Max Meyer,James McArthur,Cheikhou Kouyaté,James McCarthy,Wilfried Zaha,Jordan Ayew","Wayne Hennessey,Scott Dann,Sam Woods,Nya Kirby,Brandon Pierrick,Cenk Tosun,Connor Wickham",Max Meyer,68,Cenk Tosun,68,"James Tomkins,James McCarthy",,"Bernd Leno,Sead Kolasinac,David Luiz,Ainsley Maitland-Niles,Sokratis,Pierre-Emerick Aubameyang,Nicolas Pépé,Mesut Özil,Lucas Torreira,Granit Xhaka,Alexandre Lacazette","Emiliano Martínez,Rob Holding,Bukayo Saka,Matteo Guendouzi,Joseph Willock,Gabriel Martinelli,Reiss Nelson","Lucas Torreira,Mesut Özil,Alexandre Lacazette","45,70,90","Matteo Guendouzi,Gabriel Martinelli,Reiss Nelson","45,70,90","Ainsley Maitland-Niles,Nicolas Pépé,Alexandre Lacazette",Pierre-Emerick Aubameyang
Chelsea,Burnley,3-0, Stamford Bridge,http://www.premierleague.com/match/46817,2019/20,"Jorginho,Tammy Abraham,Callum Hudson-Odoi","27,38,49",,,"Reece James,César Azpilicueta","38,49",,,9.0,22.0,10.0,3.0,7.0,4.0,6.0,6.0,568.0,300.0,65.5,34.5,18.0,7.0,0.0,0.0,13.0,13.0,754.0,473.0,0.0,3.0,0.0,0.0,Kevin Friend,1578754800000.0,40396.0,4-3-3,4-4-1-1,César Azpilicueta,Ben Mee,"Kepa Arrizabalaga,César Azpilicueta,Antonio Rüdiger,Andreas Christensen,Reece James,Jorginho,Ross Barkley,Mason Mount,Willian,Tammy Abraham,Callum Hudson-Odoi","Willy Caballero,Kurt Zouma,Emerson,Fikayo Tomori,Mateo Kovacic,Michy Batshuayi,Pedro",,,,,,,"Nick Pope,James Tarkowski,Matthew Lowton,Ben Mee,Charlie Taylor,Aaron Lennon,Jack Cork,Ashley Westwood,Dwight McNeil,Jeff Hendrick,Chris Wood","Joe Hart,Ali Koiki,Erik Pieters,Kevin Long,Ben Gibson,Phil Bardsley,Matej Vydra",Jeff Hendrick,73,Matej Vydra,73,"Aaron Lennon,Ashley Westwood,Dwight McNeil",
Everton,Brighton,1-0, Goodison Park,http://www.premierleague.com/match/46819,2019/20,Richarlison,38,,,Lucas Digne,38,,,22.0,27.0,4.0,3.0,7.0,7.0,2.0,2.0,491.0,426.0,53.8,46.2,14.0,9.0,0.0,0.0,21.0,13.0,705.0,646.0,2.0,1.0,0.0,0.0,David Coote,1578754800000.0,38772.0,4-4-2,3-4-3,Gylfi Sigurdsson,Lewis Dunk,"Jordan Pickford,Lucas Digne,Mason Holgate,Michael Keane,Djibril Sidibé,Tom Davies,Theo Walcott,Gylfi Sigurdsson,Bernard,Dominic Calvert-Lewin,Richarlison","Jonas Lössl,Yerry Mina,Leighton Baines,Séamus Coleman,Fabian Delph,Morgan Schneiderlin,Moise Kean","Bernard,Theo Walcott,Lucas Digne","72,74,85","Fabian Delph,Séamus Coleman,Yerry Mina","72,74,85","Jordan Pickford,Dominic Calvert-Lewin",,"Mat Ryan,Lewis Dunk,Shane Duffy,Adam Webster,Davy Pröpper,Bernardo,Martín Montoya,Dale Stephens,Neal Maupay,Leandro Trossard,Alireza Jahanbakhsh","David Button,Ezequiel Schelotto,Solly March,Yves Bissouma,Pascal Groß,Glenn Murray,Steven Alzate","Alireza Jahanbakhsh,Martín Montoya,Dale Stephens","62,62,72","Pascal Groß,Steven Alzate,Glenn Murray","62,62,72",Shane Duffy,
Leicester,Southampton,1-2, King Power Stadium,http://www.premierleague.com/match/46820,2019/20,Dennis Praet,14,"Stuart Armstrong,Danny Ings","19,81",Jamie Vardy,14,"Shane Long,Che Adams","19,81",21.0,10.0,2.0,4.0,9.0,17.0,3.0,2.0,455.0,318.0,58.2,41.8,5.0,16.0,0.0,0.0,20.0,23.0,686.0,533.0,0.0,3.0,0.0,0.0,Lee Mason,1578754800000.0,32115.0,4-1-4-1,4-4-2,Kasper Schmeichel,Pierre-Emile Højbjerg,"Kasper Schmeichel,Jonny Evans,Ben Chilwell,Ricardo Pereira,Çaglar Söyüncü,James Maddison,Ayoze Pérez,Harvey Barnes,Hamza Choudhury,Dennis Praet,Jamie Vardy","Danny Ward,James Justin,Filip Benkovic,Marc Albrighton,Demarai Gray,Youri Tielemans,Kelechi Iheanacho","Harvey Barnes,Ayoze Pérez,Dennis Praet","58,67,77","Kelechi Iheanacho,Demarai Gray,Youri Tielemans","58,67,77",,,"Alex McCarthy,Ryan Bertrand,Jack Stephens,Cédric Soares,Jan Bednarek,Stuart Armstrong,James Ward-Prowse,Pierre-Emile Højbjerg,Nathan Redmond,Shane Long,Danny Ings","Angus Gunn,Maya Yoshida,Moussa Djenepo,Oriol Romeu,Sofiane Boufal,Michael Obafemi,Che Adams","Shane Long,Stuart Armstrong,Nathan Redmond","78,78,90","Che Adams,Moussa Djenepo,Oriol Romeu","78,78,90","Stuart Armstrong,Pierre-Emile Højbjerg,Danny Ings",
Man Utd,Norwich,4-0, Old Trafford,http://www.premierleague.com/match/46821,2019/20,"Marcus Rashford,Marcus Rashford,Anthony Martial,Mason Greenwood","27,52,54,76",,,"Juan Mata,Juan Mata","27,54",,,7.0,19.0,4.0,2.0,18.0,7.0,2.0,0.0,646.0,424.0,60.4,39.6,13.0,8.0,0.0,0.0,21.0,22.0,847.0,637.0,0.0,0.0,0.0,0.0,Anthony Taylor,1578754800000.0,73271.0,4-2-3-1,4-2-3-1,Harry Maguire,Grant Hanley,"David de Gea,Harry Maguire,Aaron Wan-Bissaka,Brandon Williams,Victor Lindelöf,Nemanja Matic,Andreas Pereira,Fred,Marcus Rashford,Juan Mata,Anthony Martial","Lee Grant,Diogo Dalot,Phil Jones,Daniel James,Angel Gomes,Mason Greenwood,Tahith Chong","Marcus Rashford,Andreas Pereira,Anthony Martial","59,71,80","Daniel James,Mason Greenwood,Angel Gomes","59,71,80",,,"Tim Krul,Christoph Zimmermann,Sam Byram,Grant Hanley,Max Aarons,Mario Vrancic,Emiliano Buendía,Kenny McLean,Todd Cantwell,Alexander Tettey,Adam Idah","Ralf Fährmann,Jamal Lewis,Marco Stiepermann,Moritz Leitner,Onel Hernández,Tom Trybull,Ibrahim Amadou","Adam Idah,Mario Vrancic,Grant Hanley","65,65,80","Ibrahim Amadou,Onel Hernández,Jamal Lewis","65,65,80",,
Wolves,Newcastle,1-1, Molineux Stadium,http://www.premierleague.com/match/46824,2019/20,Leander Dendoncker,14,Miguel Almirón,7,,,Dwight Gayle,7,8.0,37.0,5.0,2.0,13.0,12.0,0.0,1.0,593.0,311.0,65.7,34.3,9.0,5.0,0.0,0.0,16.0,15.0,779.0,496.0,0.0,3.0,0.0,0.0,Peter Bankes,1578754800000.0,31570.0,3-4-3,5-4-1,Conor Coady,Federico Fernández,"Rui Patrício,Leander Dendoncker,Conor Coady,Romain Saïss,Jonny,Rúben Neves,João Moutinho,Matt Doherty,Adama Traoré,Pedro Neto,Raúl Jiménez","John Ruddy,Ryan Bennett,Rúben Vinagre,Maximilian Kilman,Oskar Buur,Morgan Gibbs-White,Benny Ashley-Seal",Pedro Neto,85,Rúben Vinagre,85,,,"Martin Dubravka,Isaac Hayden,Paul Dummett,Jetro Willems,Federico Fernández,Ciaran Clark,Matthew Longstaff,Sean Longstaff,Joelinton,Miguel Almirón,Dwight Gayle","Karl Darlow,Florian Lejeune,Matt Ritchie,Christian Atsu,Kelland Watts,Thomas Allan,Andy Carroll","Paul Dummett,Dwight Gayle,Joelinton","13,28,79","Florian Lejeune,Christian Atsu,Andy Carroll","13,28,79","Matthew Longstaff,Miguel Almirón,Christian Atsu",
Liverpool,Sheffield Utd,2-0, Anfield,http://www.premierleague.com/match/46808,2019/20,"Mohamed Salah,Sadio Mané","4,64",,,Andrew Robertson,4,,,9.0,29.0,8.0,4.0,5.0,8.0,1.0,3.0,969.0,327.0,74.8,25.2,19.0,3.0,7.0,2.0,6.0,14.0,1109.0,470.0,0.0,0.0,0.0,0.0,Paul Tierney,1577995200000.0,53321.0,4-3-3,3-5-2,Jordan Henderson,Oliver Norwood,"Alisson,Trent Alexander-Arnold,Joseph Gomez,Andrew Robertson,Virgil van Dijk,Jordan Henderson,James Milner,Georginio Wijnaldum,Sadio Mané,Roberto Firmino,Mohamed Salah","Adrián,Nathaniel Phillips,Neco Williams,Harvey Elliott,Curtis Jones,Adam Lallana,Divock Origi","Sadio Mané,Andrew Robertson,Mohamed Salah","78,88,90","Divock Origi,Adam Lallana,Harvey Elliott","78,88,90",,,"Dean Henderson,Chris Basham,Jack O'Connell,John Egan,Oliver Norwood,Enda Stevens,George Baldock,John Fleck,John Lundstram,David McGoldrick,Lys Mousset","Michael Verrips,Phil Jagielka,Muhamed Besic,Ben Osborn,Oliver McBurnie,Billy Sharp,Callum Robinson","Lys Mousset,David McGoldrick,Oliver Norwood","65,66,78","Oliver McBurnie,Billy Sharp,Muhamed Besic","65,66,78",,
Man City,Everton,2-1, Etihad Stadium,http://www.premierleague.com/match/46809,2019/20,"Gabriel Jesus,Gabriel Jesus","51,58",Richarlison,71,"Ilkay Gündogan,Riyad Mahrez","51,58",,,13.0,11.0,3.0,6.0,11.0,11.0,3.0,1.0,777.0,401.0,65.4,34.6,16.0,7.0,7.0,2.0,10.0,14.0,943.0,555.0,0.0,4.0,0.0,0.0,Andre Marriner,1577899800000.0,54407.0,3-4-2-1,3-5-2,Fernandinho,Séamus Coleman,"Claudio Bravo,Rodrigo,Fernandinho,Eric García,Ilkay Gündogan,Kevin De Bruyne,João Cancelo,Benjamin Mendy,Phil Foden,Gabriel Jesus,Riyad Mahrez","Scott Carson,Angeliño,Kyle Walker,David Silva,Bernardo Silva,Sergio Agüero,Raheem Sterling","Phil Foden,Riyad Mahrez","83,90","David Silva,Raheem Sterling","83,90",,,"Jordan Pickford,Yerry Mina,Séamus Coleman,Mason Holgate,Lucas Digne,Gylfi Sigurdsson,Djibril Sidibé,Fabian Delph,Tom Davies,Richarlison,Dominic Calvert-Lewin","Maarten Stekelenburg,Michael Keane,Leighton Baines,Cenk Tosun,Theo Walcott,Moise Kean,Anthony Gordon","Séamus Coleman,Gylfi Sigurdsson","59,66","Theo Walcott,Moise Kean","59,66","Yerry Mina,Fabian Delph,Tom Davies,Dominic Calvert-Lewin",
Norwich,Crystal Palace,1-1, Carrow Road,http://www.premierleague.com/match/46811,2019/20,Todd Cantwell,4,Connor Wickham,85,Emiliano Buendía,4,Wilfried Zaha,85,32.0,8.0,2.0,5.0,12.0,9.0,2.0,1.0,362.0,521.0,40.6,59.4,15.0,12.0,4.0,3.0,30.0,16.0,604.0,744.0,5.0,0.0,0.0,0.0,Jonathan Moss,1577899800000.0,27021.0,4-2-3-1,4-5-1,Grant Hanley,Luka Milivojevic,"Tim Krul,Christoph Zimmermann,Grant Hanley,Sam Byram,Max Aarons,Mario Vrancic,Alexander Tettey,Kenny McLean,Emiliano Buendía,Todd Cantwell,Teemu Pukki","Michael McGovern,Jamal Lewis,Marco Stiepermann,Onel Hernández,Tom Trybull,Ibrahim Amadou,Adam Idah","Todd Cantwell,Teemu Pukki,Alexander Tettey","78,83,90","Onel Hernández,Marco Stiepermann,Adam Idah","78,83,90","Christoph Zimmermann,Grant Hanley,Max Aarons,Alexander Tettey,Marco Stiepermann",,"Vicente Guaita,Martin Kelly,James Tomkins,Mamadou Sakho,Jairo Riedewald,James McArthur,Luka Milivojevic,Wilfried Zaha,Max Meyer,James McCarthy,Jordan Ayew","Wayne Hennessey,Sam Woods,Cheikhou Kouyaté,Brandon Pierrick,Nya Kirby,Connor Wickham,James Daly","Mamadou Sakho,Max Meyer,Martin Kelly","45,60,83","Cheikhou Kouyaté,Connor Wickham,Brandon Pierrick","45,60,83",,
West Ham,Bournemouth,4-0, London Stadium,http://www.premierleague.com/match/46814,2019/20,"Mark Noble,Sébastien Haller,Mark Noble,Felipe Anderson","17,25,35,66",,,"Robert Snodgrass,Ryan Fredericks,Declan Rice","17,25,66",,,14.0,21.0,9.0,2.0,3.0,12.0,1.0,3.0,444.0,618.0,42.6,57.4,14.0,3.0,7.0,2.0,23.0,20.0,639.0,808.0,1.0,2.0,1.0,0.0,Graham Scott,1577899800000.0,59917.0,4-4-1-1,4-3-3,Mark Noble,Simon Francis,"Lukasz Fabianski,Aaron Cresswell,Angelo Ogbonna,Fabián Balbuena,Ryan Fredericks,Robert Snodgrass,Declan Rice,Mark Noble,Pablo Fornals,Sébastien Haller,Felipe Anderson","Roberto Jiménez,Arthur Masuaku,Pablo Zabaleta,Issa Diop,Carlos Sánchez,Manuel Lanzini,Albian Ajeti","Felipe Anderson,Robert Snodgrass","68,83","Manuel Lanzini,Arthur Masuaku","68,83",Aaron Cresswell,,"Aaron Ramsdale,Chris Mepham,Simon Francis,Diego Rico,Steve Cook,Dan Gosling,Jefferson Lerma,Lewis Cook,Harry Wilson,Dominic Solanke,Callum Wilson","Artur Boruc,Jack Simpson,Ryan Fraser,Mihai-Alexandru Dobre,Philip Billing,Junior Stanislas,Andrew Surman","Diego Rico,Harry Wilson,Dan Gosling","45,45,68","Junior Stanislas,Ryan Fraser,Jack Simpson","45,45,68","Diego Rico,Lewis Cook",
Arsenal,Man Utd,2-0, Emirates Stadium,http://www.premierleague.com/match/46805,2019/20,"Nicolas Pépé,Sokratis","8,42",,,,,,,18.0,7.0,1.0,4.0,11.0,15.0,0.0,0.0,513.0,542.0,48.8,51.2,10.0,10.0,4.0,4.0,19.0,12.0,715.0,729.0,2.0,0.0,0.0,0.0,Chris Kavanagh,1577908800000.0,60328.0,4-2-3-1,4-2-3-1,Pierre-Emerick Aubameyang,Harry Maguire,"Bernd Leno,Sokratis,David Luiz,Ainsley Maitland-Niles,Sead Kolasinac,Pierre-Emerick Aubameyang,Mesut Özil,Nicolas Pépé,Lucas Torreira,Granit Xhaka,Alexandre Lacazette","Emiliano Martínez,Rob Holding,Dani Ceballos,Matteo Guendouzi,Joseph Willock,Reiss Nelson,Bukayo Saka","Nicolas Pépé,Sead Kolasinac,Alexandre Lacazette","62,69,82","Reiss Nelson,Bukayo Saka,Matteo Guendouzi","62,69,82","Sead Kolasinac,Bukayo Saka",,"David de Gea,Aaron Wan-Bissaka,Harry Maguire,Victor Lindelöf,Luke Shaw,Marcus Rashford,Fred,Jesse Lingard,Nemanja Matic,Daniel James,Anthony Martial","Sergio Romero,Ashley Young,Phil Jones,Brandon Williams,Andreas Pereira,Juan Mata,Mason Greenwood","Daniel James,Jesse Lingard,Nemanja Matic","58,58,81","Andreas Pereira,Mason Greenwood,Juan Mata","58,58,81",,
Brighton,Chelsea,1-1, Amex Stadium,http://www.premierleague.com/match/46806,2019/20,Alireza Jahanbakhsh,84,César Azpilicueta,10,Lewis Dunk,84,,,13.0,26.0,5.0,3.0,8.0,15.0,0.0,3.0,484.0,537.0,47.7,52.3,16.0,16.0,5.0,5.0,20.0,25.0,714.0,755.0,2.0,3.0,0.0,0.0,Stuart Attwell,1577881800000.0,30559.0,4-1-2-1-2,4-3-3,Lewis Dunk,César Azpilicueta,"Mat Ryan,Lewis Dunk,Dan Burn,Martín Montoya,Adam Webster,Davy Pröpper,Yves Bissouma,Steven Alzate,Aaron Mooy,Leandro Trossard,Neal Maupay","David Button,Bernardo,Shane Duffy,Dale Stephens,Pascal Groß,Aaron Connolly,Alireza Jahanbakhsh","Dan Burn,Yves Bissouma,Aaron Mooy","22,45,68","Bernardo,Aaron Connolly,Alireza Jahanbakhsh","22,45,68","Lewis Dunk,Neal Maupay",,"Kepa Arrizabalaga,Kurt Zouma,César Azpilicueta,Antonio Rüdiger,Reece James,N'Golo Kanté,Jorginho,Mason Mount,Christian Pulisic,Tammy Abraham,Willian","Willy Caballero,Andreas Christensen,Tariq Lamptey,Emerson,Mateo Kovacic,Michy Batshuayi,Callum Hudson-Odoi","Christian Pulisic,Mason Mount","66,73","Callum Hudson-Odoi,Mateo Kovacic","66,73","Kurt Zouma,Reece James,Mateo Kovacic",
Burnley,Aston Villa,1-2, Turf Moor,http://www.premierleague.com/match/46807,2019/20,Chris Wood,80,"Wesley,Jack Grealish","27,41",Ashley Westwood,80,Douglas Luiz,41,12.0,31.0,8.0,4.0,12.0,10.0,2.0,1.0,506.0,327.0,61.9,38.1,20.0,11.0,1.0,6.0,7.0,13.0,699.0,500.0,1.0,1.0,0.0,0.0,Michael Oliver,1577881800000.0,19561.0,4-4-2,3-4-3,Ben Mee,Jack Grealish,"Nick Pope,Phil Bardsley,Charlie Taylor,Ben Mee,James Tarkowski,Ashley Westwood,Jack Cork,Robbie Brady,Dwight McNeil,Chris Wood,Ashley Barnes","Joe Hart,Matthew Lowton,Kevin Long,Johann Gudmundsson,Jeff Hendrick,Daniel Drinkwater,Jay Rodriguez","Ashley Barnes,Robbie Brady","45,45","Jay Rodriguez,Johann Gudmundsson","45,45",James Tarkowski,,"Tom Heaton,Tyrone Mings,Kortney Hause,Ezri Konsa Ngoyo,Neil Taylor,Frederic Guilbert,Marvelous Nakamba,Douglas Luiz,Trézéguet,Wesley,Jack Grealish","Ørjan Nyland,James Chester,Ahmed El Mohamady,Conor Hourihane,Anwar El Ghazi,Henri Lansbury,Jonathan Kodjia","Wesley,Trézéguet,Tom Heaton","71,78,85","Jonathan Kodjia,Conor Hourihane,Ørjan Nyland","71,78,85",Neil Taylor,
Newcastle,Leicester,0-3, St. James' Park,http://www.premierleague.com/match/46810,2019/20,,,"Ayoze Pérez,James Maddison,Hamza Choudhury","36,39,87",,,"Ayoze Pérez,Wilfred Ndidi","39,87",20.0,14.0,4.0,5.0,8.0,12.0,0.0,3.0,244.0,833.0,23.4,76.6,5.0,17.0,2.0,10.0,15.0,17.0,431.0,1022.0,1.0,1.0,0.0,0.0,Martin Atkinson,1577890800000.0,52178.0,3-4-2-1,3-1-4-2,Jonjo Shelvey,Kasper Schmeichel,"Martin Dubravka,Fabian Schär,Florian Lejeune,Federico Fernández,Javier Manquillo,Jonjo Shelvey,Isaac Hayden,Jetro Willems,Miguel Almirón,Yoshinori Muto,Joelinton","Karl Darlow,Emil Krafth,DeAndre Yedlin,Sean Longstaff,Christian Atsu,Andy Carroll,Dwight Gayle","Javier Manquillo,Jetro Willems,Jonjo Shelvey,Fabian Schär","45,45,45,51","DeAndre Yedlin,Emil Krafth,Sean Longstaff","45,45,45",Federico Fernández,,"Kasper Schmeichel,Çaglar Söyüncü,Christian Fuchs,Jonny Evans,Ben Chilwell,James Maddison,Ricardo Pereira,Wilfred Ndidi,Youri Tielemans,Ayoze Pérez,Kelechi Iheanacho","Danny Ward,James Justin,Wes Morgan,Marc Albrighton,Demarai Gray,Hamza Choudhury,Harvey Barnes","Kelechi Iheanacho,James Maddison,Jonny Evans","63,77,84","Demarai Gray,Hamza Choudhury,Wes Morgan","63,77,84",Youri Tielemans,
Southampton,Spurs,1-0, St. Mary's Stadium,http://www.premierleague.com/match/46812,2019/20,Danny Ings,17,,,Jack Stephens,17,,,37.0,24.0,6.0,9.0,21.0,8.0,1.0,3.0,343.0,499.0,40.9,59.1,12.0,11.0,3.0,5.0,22.0,23.0,583.0,741.0,3.0,4.0,0.0,0.0,Mike Dean,1577890800000.0,30976.0,4-4-2,4-2-3-1,Pierre-Emile Højbjerg,Harry Kane,"Alex McCarthy,Jan Bednarek,Jack Stephens,Ryan Bertrand,Cédric Soares,Stuart Armstrong,James Ward-Prowse,Pierre-Emile Højbjerg,Moussa Djenepo,Nathan Redmond,Danny Ings","Angus Gunn,Jannik Vestergaard,Maya Yoshida,Oriol Romeu,Michael Obafemi,Shane Long,Che Adams","Moussa Djenepo,Danny Ings,Stuart Armstrong","58,76,90","Shane Long,Michael Obafemi,Oriol Romeu","58,76,90","Jan Bednarek,James Ward-Prowse,Moussa Djenepo",,"Paulo Gazzaniga,Toby Alderweireld,Jan Vertonghen,Serge Aurier,Ryan Sessegnon,Dele Alli,Christian Eriksen,Moussa Sissoko,Tanguy Ndombele,Lucas Moura,Harry Kane","Michel Vorm,Japhet Tanganga,Davinson Sánchez,Giovani Lo Celso,Erik Lamela,Oliver Skipp,Harry Winks","Tanguy Ndombele,Harry Kane","25,75","Giovani Lo Celso,Erik Lamela","25,75","Serge Aurier,Christian Eriksen,Moussa Sissoko,Giovani Lo Celso",
